Date,Plot ID,Treatment Type,ExG,Total Soil Moisture,Irrigation Added (gallons),Rainfall (gallons),ET0 (mm),Heat Index (F),Kc (Crop Coefficient)
1998-01-29,WeatherStation,Synthetic,,,0.0,,65.07348996390223,65.345,0.07
1998-01-30,WeatherStation,Synthetic,,,0.0,,64.90461535553052,65.045,0.07
1998-01-31,WeatherStation,Synthetic,,,0.0,,19.31527338186488,66.125,0.07
1998-02-01,WeatherStation,Synthetic,,,0.0,,11.192868818938551,62.9825,0.07
1998-02-02,WeatherStation,Synthetic,,,0.0,,25.083034468123056,58.1225,0.07
1998-02-03,WeatherStation,Synthetic,,,0.0,,63.990172734678865,57.807500000000005,0.07
1998-02-04,WeatherStation,Synthetic,,,0.0,,62.947426457374995,58.8125,0.07
1998-02-05,WeatherStation,Synthetic,,,0.0,,40.19469218886576,58.7675,0.07
1998-02-06,WeatherStation,Synthetic,,,0.0,,48.260511675201286,52.745000000000005,0.07
1998-02-07,WeatherStation,Synthetic,,,0.0,,63.708322400448544,52.6325,0.07
1998-02-08,WeatherStation,Synthetic,,,0.0,,54.99217008966893,64.1375,0.07
1998-02-09,WeatherStation,Synthetic,,,0.0,,45.526525515561225,67.11500000000001,0.07
1998-02-10,WeatherStation,Synthetic,,,0.0,,56.54443217933334,66.83,0.07
1998-02-11,WeatherStation,Synthetic,,,0.0,,75.3484500612745,58.67,0.07
1998-02-12,WeatherStation,Synthetic,,,0.0,,49.2975816631758,62.480000000000004,0.07
1998-02-13,WeatherStation,Synthetic,,,0.0,,63.13272893087715,61.317499999999995,0.07
1998-02-14,WeatherStation,Synthetic,,,0.0,,5.92363336033801,60.3725,0.07
1998-02-15,WeatherStation,Synthetic,,,0.0,,29.447397420459627,57.260000000000005,0.07
1998-02-16,WeatherStation,Synthetic,,,0.0,,58.76279201547602,60.32000000000001,0.07
1998-02-17,WeatherStation,Synthetic,,,0.0,,68.79299581446968,59.3975,0.07
1998-02-18,WeatherStation,Synthetic,,,0.0,,48.78759205420655,63.237500000000004,0.07
1998-02-19,WeatherStation,Synthetic,,,0.0,,67.39988657522291,61.6925,0.07
1998-02-20,WeatherStation,Synthetic,,,0.0,,72.57913800218499,58.010000000000005,0.07
1998-02-21,WeatherStation,Synthetic,,,0.0,,29.950263923113884,64.28,0.07
1998-02-22,WeatherStation,Synthetic,,,0.0,,71.95492870553814,59.7875,0.07
1998-02-23,WeatherStation,Synthetic,,,0.0,,90.04299179602653,64.22,0.07
1998-02-24,WeatherStation,Synthetic,,,0.0,,73.13283253167394,65.795,0.07
1998-02-25,WeatherStation,Synthetic,,,0.0,,65.25997291393,70.0925,0.07
1998-02-26,WeatherStation,Synthetic,,,0.0,,76.36959798638303,64.8575,0.07
1998-02-27,WeatherStation,Synthetic,,,0.0,,66.77773040530806,60.6875,0.07
1998-02-28,WeatherStation,Synthetic,,,0.0,,26.297703614668446,60.89,0.07
1998-03-01,WeatherStation,Synthetic,,,0.0,,76.33072099757113,55.94,0.07
1998-03-02,WeatherStation,Synthetic,,,0.0,,90.76074975033886,61.05500000000001,0.07
1998-03-03,WeatherStation,Synthetic,,,0.0,,37.5341505557496,59.9075,0.07
1998-03-04,WeatherStation,Synthetic,,,0.0,,43.61202718229905,67.64750000000001,0.07
1998-03-05,WeatherStation,Synthetic,,,0.0,,57.26557285130551,70.3775,0.07
1998-03-06,WeatherStation,Synthetic,,,0.0,,32.23413179837827,65.45750000000001,0.07
1998-03-07,WeatherStation,Synthetic,,,0.0,,71.37745835043253,70.08500000000001,0.07
1998-03-08,WeatherStation,Synthetic,,,0.0,,58.75159693678444,55.64,0.07
1998-03-09,WeatherStation,Synthetic,,,0.0,,66.71465654187483,50.8175,0.07
1998-03-10,WeatherStation,Synthetic,,,0.0,,65.46620130213644,49.8125,0.07
1998-03-11,WeatherStation,Synthetic,,,0.0,,34.469981426039986,55.400000000000006,0.07
1998-03-12,WeatherStation,Synthetic,,,0.0,,13.896184556921305,57.575,0.07
1998-03-13,WeatherStation,Synthetic,,,0.0,,15.264892230004511,61.775000000000006,0.07
1998-03-14,WeatherStation,Synthetic,,,0.0,,31.67150640331983,66.28999999999999,0.07
1998-03-15,WeatherStation,Synthetic,,,0.0,,24.532076177352987,67.5875,0.07
1998-03-16,WeatherStation,Synthetic,,,0.0,,82.14676101151608,69.185,0.07
1998-03-17,WeatherStation,Synthetic,,,0.0,,100.21852030013578,65.81,0.07
1998-03-18,WeatherStation,Synthetic,,,0.0,,59.1452256534254,69.95750000000001,0.07
1998-03-19,WeatherStation,Synthetic,,,0.0,,72.96880371493103,65.92250000000001,0.07
1998-03-20,WeatherStation,Synthetic,,,0.0,,80.55615759428382,56.9375,0.07
1998-03-21,WeatherStation,Synthetic,,,0.0,,87.11524487738203,58.7525,0.07
1998-03-22,WeatherStation,Synthetic,,,0.0,,102.10616260157406,61.1075,0.07
1998-03-23,WeatherStation,Synthetic,,,0.0,,87.94282082302745,64.8425,0.07
1998-03-24,WeatherStation,Synthetic,,,0.0,,87.30461157506457,67.7675,0.07
1998-03-25,WeatherStation,Synthetic,,,0.0,,80.6561360631617,68.5325,0.07
1998-03-26,WeatherStation,Synthetic,,,0.0,,45.4341300954489,70.6025,0.07
1998-03-27,WeatherStation,Synthetic,,,0.0,,60.54816447146619,72.62,0.07
1998-03-28,WeatherStation,Synthetic,,,0.0,,91.83325439652891,71.06,0.07
1998-03-29,WeatherStation,Synthetic,,,0.0,,81.43216040123119,72.58250000000001,0.07
1998-03-30,WeatherStation,Synthetic,,,0.0,,86.93452760988232,74.915,0.07
1998-03-31,WeatherStation,Synthetic,,,0.0,,99.23446885383198,66.875,0.07
1998-04-01,WeatherStation,Synthetic,,,0.0,,107.14555174768071,65.465,0.07
1998-04-02,WeatherStation,Synthetic,,,0.0,,78.55678626587515,70.64750000000001,0.07
1998-04-03,WeatherStation,Synthetic,,,0.0,,116.41710449607373,72.02000000000001,0.07
1998-04-04,WeatherStation,Synthetic,,,0.0,,100.52787566901415,65.825,0.07
1998-04-05,WeatherStation,Synthetic,,,0.0,,97.93687609329665,67.27250000000001,0.07
1998-04-06,WeatherStation,Synthetic,,,0.0,,37.45524188908129,71.225,0.07
1998-04-07,WeatherStation,Synthetic,,,0.0,,109.39631872684268,73.73,0.07
1998-04-08,WeatherStation,Synthetic,,,0.0,,100.26878846736385,74.61500000000001,0.07
1998-04-09,WeatherStation,Synthetic,,,0.0,,113.66444904397038,68.72749999999999,0.07
1998-04-10,WeatherStation,Synthetic,,,0.0,,116.05006049620845,69.26750000000001,0.07
1998-04-11,WeatherStation,Synthetic,,,0.0,,98.88042083857906,69.29,0.07
1998-04-12,WeatherStation,Synthetic,,,0.0,,77.35256426943599,72.155,0.07
1998-04-13,WeatherStation,Synthetic,,,0.0,,56.192632814171304,75.455,0.07
1998-04-14,WeatherStation,Synthetic,,,0.0,,53.638654424340544,74.66749999999999,0.07714285714285715
1998-04-15,WeatherStation,Synthetic,,,0.0,,61.70393450287919,77.9825,0.0842857142857143
1998-04-16,WeatherStation,Synthetic,,,0.0,,72.4806179996249,77.885,0.09142857142857143
1998-04-17,WeatherStation,Synthetic,,,0.0,,61.88743951085457,69.6275,0.09857142857142857
1998-04-18,WeatherStation,Synthetic,,,0.0,,25.36374171793675,63.95,0.10571428571428572
1998-04-19,WeatherStation,Synthetic,,,0.0,,106.80016446182046,67.37,0.11285714285714285
1998-04-20,WeatherStation,Synthetic,,,0.0,,110.87002742022423,69.0125,0.12000000000000001
1998-04-21,WeatherStation,Synthetic,,,0.0,,105.8865814106115,68.78,0.12714285714285714
1998-04-22,WeatherStation,Synthetic,,,0.0,,120.69237640927675,67.655,0.13428571428571429
1998-04-23,WeatherStation,Synthetic,,,0.0,,119.03735576978721,70.88,0.14142857142857143
1998-04-24,WeatherStation,Synthetic,,,0.0,,102.88230981737429,72.6875,0.14857142857142858
1998-04-25,WeatherStation,Synthetic,,,0.0,,52.456770138215596,72.3875,0.1557142857142857
1998-04-26,WeatherStation,Synthetic,,,0.0,,68.35616001348963,76.79,0.16285714285714287
1998-04-27,WeatherStation,Synthetic,,,0.0,,54.63453865426333,73.9025,0.17
1998-04-28,WeatherStation,Synthetic,,,0.0,,92.3595726132656,71.42,0.17714285714285716
1998-04-29,WeatherStation,Synthetic,,,0.0,,106.21390778218425,70.61,0.18428571428571427
1998-04-30,WeatherStation,Synthetic,,,0.0,,121.1909439011386,72.3575,0.19142857142857142
1998-05-01,WeatherStation,Synthetic,,,0.0,,120.0537864298756,76.0025,0.19857142857142857
1998-05-02,WeatherStation,Synthetic,,,0.0,,115.63942467092171,78.4475,0.20571428571428574
1998-05-03,WeatherStation,Synthetic,,,0.0,,115.45980141205199,79.61,0.21285714285714286
1998-05-04,WeatherStation,Synthetic,,,0.0,,89.29347088733581,77.3375,0.22
1998-05-05,WeatherStation,Synthetic,,,0.0,,59.66318194023469,78.02000000000001,0.22
1998-05-06,WeatherStation,Synthetic,,,0.0,,87.70026702812609,80.285,0.22
1998-05-07,WeatherStation,Synthetic,,,0.0,,129.6941903818297,81.92,0.22
1998-05-08,WeatherStation,Synthetic,,,0.0,,98.56049468430209,80.375,0.22
1998-05-09,WeatherStation,Synthetic,,,0.0,,143.75972284302046,84.875,0.22
1998-05-10,WeatherStation,Synthetic,,,0.0,,139.90330402181442,79.70750000000001,0.22
1998-05-11,WeatherStation,Synthetic,,,0.0,,113.50189108432197,77.95250000000001,0.22
1998-05-12,WeatherStation,Synthetic,,,0.0,,82.98984600367517,77.75,0.22
1998-05-13,WeatherStation,Synthetic,,,0.0,,96.49279720725951,79.7225,0.22
1998-05-14,WeatherStation,Synthetic,,,0.0,,89.4674629960085,80.945,0.2357142857142857
1998-05-15,WeatherStation,Synthetic,,,0.0,,98.24356897308989,80.8925,0.25142857142857145
1998-05-16,WeatherStation,Synthetic,,,0.0,,111.20526512487065,79.82750000000001,0.2671428571428571
1998-05-17,WeatherStation,Synthetic,,,0.0,,105.51891725839911,79.7825,0.28285714285714286
1998-05-18,WeatherStation,Synthetic,,,0.0,,121.34510897794244,78.17750000000001,0.2985714285714286
1998-05-19,WeatherStation,Synthetic,,,0.0,,124.19331139158683,79.22749999999999,0.3142857142857143
1998-05-20,WeatherStation,Synthetic,,,0.0,,121.439139054295,80.17250000000001,0.33
1998-05-21,WeatherStation,Synthetic,,,0.0,,114.34477617639958,80.285,0.34571428571428575
1998-05-22,WeatherStation,Synthetic,,,0.0,,113.03309390167257,80.8475,0.36142857142857143
1998-05-23,WeatherStation,Synthetic,,,0.0,,96.36776095651892,80.42,0.37714285714285717
1998-05-24,WeatherStation,Synthetic,,,0.0,,108.93797203040029,81.9125,0.39285714285714285
1998-05-25,WeatherStation,Synthetic,,,0.0,,92.72946772477157,80.9975,0.4085714285714286
1998-05-26,WeatherStation,Synthetic,,,0.0,,112.40012173158877,81.785,0.42428571428571427
1998-05-27,WeatherStation,Synthetic,,,0.0,,121.35983825537699,81.22999999999999,0.44
1998-05-28,WeatherStation,Synthetic,,,0.0,,138.66080652805314,82.35499999999999,0.44
1998-05-29,WeatherStation,Synthetic,,,0.0,,145.4722497117977,83.375,0.44
1998-05-30,WeatherStation,Synthetic,,,0.0,,140.86135568643653,83.5925,0.44
1998-05-31,WeatherStation,Synthetic,,,0.0,,142.78988123476543,84.5375,0.44
1998-06-01,WeatherStation,Synthetic,,,0.0,,139.77935629059928,83.64500000000001,0.44
1998-06-02,WeatherStation,Synthetic,,,0.0,,129.4318640761406,84.17750000000001,0.44
1998-06-03,WeatherStation,Synthetic,,,0.0,,100.77770080985367,85.11500000000001,0.5133333333333333
1998-06-04,WeatherStation,Synthetic,,,0.0,,109.19533531343681,86.375,0.5866666666666667
1998-06-05,WeatherStation,Synthetic,,,0.0,,85.88025112533832,86.18,0.66
1998-06-06,WeatherStation,Synthetic,,,0.0,,62.28591419392513,83.03,0.7333333333333334
1998-06-07,WeatherStation,Synthetic,,,0.0,,54.856074120022164,83.09,0.8066666666666668
1998-06-08,WeatherStation,Synthetic,,,0.0,,105.30533152121538,85.4375,0.8800000000000001
1998-06-09,WeatherStation,Synthetic,,,0.0,,116.91004504015187,85.67750000000001,0.9533333333333334
1998-06-10,WeatherStation,Synthetic,,,0.0,,104.4926838720231,84.965,1.0266666666666668
1998-06-11,WeatherStation,Synthetic,,,0.0,,107.27248147360532,85.5875,1.1
1998-06-12,WeatherStation,Synthetic,,,0.0,,130.13714733220777,86.39750000000001,1.1
1998-06-13,WeatherStation,Synthetic,,,0.0,,134.3602576262221,86.1575,1.1
1998-06-14,WeatherStation,Synthetic,,,0.0,,135.8464105653304,90.23,1.1
1998-06-15,WeatherStation,Synthetic,,,0.0,,124.35537959237946,88.85,1.1
1998-06-16,WeatherStation,Synthetic,,,0.0,,130.1973208519567,86.29249999999999,1.1
1998-06-17,WeatherStation,Synthetic,,,0.0,,112.45485713357625,86.285,1.1
1998-06-18,WeatherStation,Synthetic,,,0.0,,124.47704119051632,86.75,1.1
1998-06-19,WeatherStation,Synthetic,,,0.0,,122.75681924171523,86.9375,1.1
1998-06-20,WeatherStation,Synthetic,,,0.0,,130.6980052052696,86.1575,1.1
1998-06-21,WeatherStation,Synthetic,,,0.0,,126.47007200357048,86.1575,1.1
1998-06-22,WeatherStation,Synthetic,,,0.0,,135.35312347916158,85.745,1.1
1998-06-23,WeatherStation,Synthetic,,,0.0,,137.66143376309793,85.925,1.1
1998-06-24,WeatherStation,Synthetic,,,0.0,,133.01290390224915,86.21000000000001,1.1
1998-06-25,WeatherStation,Synthetic,,,0.0,,142.1185328305305,86.83250000000001,1.1
1998-06-26,WeatherStation,Synthetic,,,0.0,,135.62043333041768,86.975,1.1
1998-06-27,WeatherStation,Synthetic,,,0.0,,132.86075037097777,86.2475,1.1
1998-06-28,WeatherStation,Synthetic,,,0.0,,116.50307549457014,85.475,1.1
1998-06-29,WeatherStation,Synthetic,,,0.0,,119.93318733367798,85.76,1.1
1998-06-30,WeatherStation,Synthetic,,,0.0,,123.22040098440742,85.5575,1.1
1998-07-01,WeatherStation,Synthetic,,,0.0,,133.69556438318716,86.69,1.1
1998-07-02,WeatherStation,Synthetic,,,0.0,,136.74085013659825,85.5575,1.1
1998-07-03,WeatherStation,Synthetic,,,0.0,,64.30272488303653,83.05250000000001,1.1
1998-07-04,WeatherStation,Synthetic,,,0.0,,118.85587987457669,84.725,1.1
1998-07-05,WeatherStation,Synthetic,,,0.0,,127.87913768731383,85.3775,1.1
1998-07-06,WeatherStation,Synthetic,,,0.0,,137.64832041634227,85.4375,1.1
1998-07-07,WeatherStation,Synthetic,,,0.0,,138.16760575942084,84.82249999999999,1.1
1998-07-08,WeatherStation,Synthetic,,,0.0,,137.28181438132057,86.18,1.1
1998-07-09,WeatherStation,Synthetic,,,0.0,,126.89548991333693,86.42,1.1
1998-07-10,WeatherStation,Synthetic,,,0.0,,130.74378942667101,86.885,1.1
1998-07-11,WeatherStation,Synthetic,,,0.0,,132.1995640944055,86.66000000000001,1.1
1998-07-12,WeatherStation,Synthetic,,,0.0,,134.3533077354143,88.0925,1.1
1998-07-13,WeatherStation,Synthetic,,,0.0,,128.968861213633,88.07750000000001,1.1
1998-07-14,WeatherStation,Synthetic,,,0.0,,131.2443365381227,87.9425,1.1
1998-07-15,WeatherStation,Synthetic,,,0.0,,137.92150227334625,86.4725,1.1
1998-07-16,WeatherStation,Synthetic,,,0.0,,139.06948905161673,85.30250000000001,1.1
1998-07-17,WeatherStation,Synthetic,,,0.0,,143.67504313636252,87.33500000000001,1.1
1998-07-18,WeatherStation,Synthetic,,,0.0,,136.86539727001926,86.9825,1.1
1998-07-19,WeatherStation,Synthetic,,,0.0,,125.2868587937688,85.89500000000001,1.1
1998-07-20,WeatherStation,Synthetic,,,0.0,,135.90853062004533,86.1275,1.1
1998-07-21,WeatherStation,Synthetic,,,0.0,,129.0542413537907,85.43,1.1
1998-07-22,WeatherStation,Synthetic,,,0.0,,135.30467875721956,86.255,1.1
1998-07-23,WeatherStation,Synthetic,,,0.0,,134.96157474625855,85.6925,1.1
1998-07-24,WeatherStation,Synthetic,,,0.0,,134.3013205145414,85.6325,1.1
1998-07-25,WeatherStation,Synthetic,,,0.0,,135.5162335516889,85.97749999999999,1.1
1998-07-26,WeatherStation,Synthetic,,,0.0,,134.87499036253004,85.67,1.1
1998-07-27,WeatherStation,Synthetic,,,0.0,,132.33698014795684,86.45750000000001,1.1
1998-07-28,WeatherStation,Synthetic,,,0.0,,133.69605050711567,86.195,0.83
1998-07-29,WeatherStation,Synthetic,,,0.0,,128.77905907630134,86.01500000000001,0.83
1998-07-30,WeatherStation,Synthetic,,,0.0,,125.79639747185068,86.93,0.83
1998-07-31,WeatherStation,Synthetic,,,0.0,,133.5225191220693,86.555,0.83
1998-08-01,WeatherStation,Synthetic,,,0.0,,142.23524746900245,87.35,0.83
1998-08-02,WeatherStation,Synthetic,,,0.0,,138.55830483122054,87.845,0.83
1998-08-03,WeatherStation,Synthetic,,,0.0,,137.22694938420656,87.7625,0.83
1998-08-04,WeatherStation,Synthetic,,,0.0,,122.07193250974579,86.33,0.83
1998-08-05,WeatherStation,Synthetic,,,0.0,,119.4085080953688,85.2875,0.83
1998-08-06,WeatherStation,Synthetic,,,0.0,,84.5812414316756,85.055,0.83
1998-08-07,WeatherStation,Synthetic,,,0.0,,108.6248819267755,84.33500000000001,0.7866666666666666
1998-08-08,WeatherStation,Synthetic,,,0.0,,112.17729929470347,85.97749999999999,0.7433333333333333
1998-08-09,WeatherStation,Synthetic,,,0.0,,134.48266933963265,85.5725,0.7
1998-08-10,WeatherStation,Synthetic,,,0.0,,140.23685713030173,85.45250000000001,0.6566666666666666
1998-08-11,WeatherStation,Synthetic,,,0.0,,138.77744083723724,86.6075,0.6133333333333333
1998-08-12,WeatherStation,Synthetic,,,0.0,,138.92810088625993,86.73500000000001,0.57
1998-08-13,WeatherStation,Synthetic,,,0.0,,137.66373303960378,87.1925,0.5266666666666666
1998-08-14,WeatherStation,Synthetic,,,0.0,,121.012979764112,84.305,0.48333333333333334
1998-08-15,WeatherStation,Synthetic,,,0.0,,126.74288212364954,82.67,0.44
1998-08-16,WeatherStation,Synthetic,,,0.0,,109.36904125557707,83.32249999999999,0.44
1998-08-17,WeatherStation,Synthetic,,,0.0,,56.739359320720766,83.6525,0.44
1998-08-18,WeatherStation,Synthetic,,,0.0,,126.94049363984351,83.86250000000001,0.44
1998-08-19,WeatherStation,Synthetic,,,0.0,,122.66553904104374,83.92250000000001,0.44
1998-08-20,WeatherStation,Synthetic,,,0.0,,120.3846306485384,85.325,0.44
1998-08-21,WeatherStation,Synthetic,,,0.0,,66.36211480325998,82.04750000000001,0.44
1998-08-22,WeatherStation,Synthetic,,,0.0,,62.44688043619483,83.48750000000001,0.44
1998-08-23,WeatherStation,Synthetic,,,0.0,,98.95330560600496,83.6525,0.44
1998-08-24,WeatherStation,Synthetic,,,0.0,,108.06650648989209,83.54750000000001,0.44
1998-08-25,WeatherStation,Synthetic,,,0.0,,115.93452343882154,84.305,0.44
1998-08-26,WeatherStation,Synthetic,,,0.0,,95.80744349587434,84.965,0.44
1998-08-27,WeatherStation,Synthetic,,,0.0,,126.47945613952724,85.565,0.44
1998-08-28,WeatherStation,Synthetic,,,0.0,,135.8472192629478,85.79,0.44
1998-08-29,WeatherStation,Synthetic,,,0.0,,127.47676215942643,85.055,0.44
1998-08-30,WeatherStation,Synthetic,,,0.0,,63.55384695278594,82.73,0.44
1998-08-31,WeatherStation,Synthetic,,,0.0,,118.88908554882083,83.9525,0.44
1998-09-01,WeatherStation,Synthetic,,,0.0,,118.87853799349007,85.1,0.1
1998-09-02,WeatherStation,Synthetic,,,0.0,,120.38385557357458,85.805,0.1
1998-09-03,WeatherStation,Synthetic,,,0.0,,109.55976886942929,85.76,0.1
1998-09-04,WeatherStation,Synthetic,,,0.0,,122.33311162224695,85.3475,0.1
1998-09-05,WeatherStation,Synthetic,,,0.0,,117.36189306260958,84.65,0.1
1998-09-06,WeatherStation,Synthetic,,,0.0,,100.77061268272286,83.495,0.1
1998-09-07,WeatherStation,Synthetic,,,0.0,,99.71568315576043,83.495,0.1
1998-09-08,WeatherStation,Synthetic,,,0.0,,41.297561786604305,81.52250000000001,0.1
1998-09-09,WeatherStation,Synthetic,,,0.0,,38.808483410134045,80.9675,0.1
1998-09-10,WeatherStation,Synthetic,,,0.0,,35.060611080183854,77.63,0.1
1998-09-11,WeatherStation,Synthetic,,,0.0,,42.18316375556088,79.1,0.1
1998-09-12,WeatherStation,Synthetic,,,0.0,,46.14257393521711,80.1275,0.1
1998-09-13,WeatherStation,Synthetic,,,0.0,,113.96516428762166,83.05250000000001,0.1
1998-09-14,WeatherStation,Synthetic,,,0.0,,113.36861084937371,83.84,0.1
1998-09-15,WeatherStation,Synthetic,,,0.0,,100.99479759368077,81.965,0.1
1998-09-16,WeatherStation,Synthetic,,,0.0,,48.026557340585924,79.9175,0.1
1998-09-17,WeatherStation,Synthetic,,,0.0,,24.6906459223054,80.0375,0.1
1998-09-18,WeatherStation,Synthetic,,,0.0,,99.13451146239107,81.08,0.1
1998-09-19,WeatherStation,Synthetic,,,0.0,,117.38944246422626,82.625,0.1
1998-09-20,WeatherStation,Synthetic,,,0.0,,89.08595747905221,83.6075,0.1
1998-09-21,WeatherStation,Synthetic,,,0.0,,118.00249504931361,83.72,0.1
1998-09-22,WeatherStation,Synthetic,,,0.0,,64.27611577147232,82.0175,0.1
1998-09-23,WeatherStation,Synthetic,,,0.0,,85.38942675437441,81.1175,0.1
1998-09-24,WeatherStation,Synthetic,,,0.0,,101.5465572267588,82.14500000000001,0.1
1998-09-25,WeatherStation,Synthetic,,,0.0,,82.06890918606365,81.33500000000001,0.1
1998-09-26,WeatherStation,Synthetic,,,0.0,,102.60008228388743,82.64000000000001,0.1
1998-09-27,WeatherStation,Synthetic,,,0.0,,115.56802854294826,83.3525,0.1
1998-09-28,WeatherStation,Synthetic,,,0.0,,115.64858932550004,84.59,0.1
1998-09-29,WeatherStation,Synthetic,,,0.0,,118.3680665399117,84.53,0.1
1998-09-30,WeatherStation,Synthetic,,,0.0,,115.2840349576967,83.7875,0.1
1998-10-01,WeatherStation,Synthetic,,,0.0,,105.08048499598712,82.91,0.1
1998-10-02,WeatherStation,Synthetic,,,0.0,,90.39763684069075,83.285,0.1
1998-10-03,WeatherStation,Synthetic,,,0.0,,87.71218514669374,83.435,0.1
1998-10-04,WeatherStation,Synthetic,,,0.0,,91.14663766225786,84.29750000000001,0.1
1998-10-05,WeatherStation,Synthetic,,,0.0,,63.61638816836007,84.0875,0.1
1998-10-06,WeatherStation,Synthetic,,,0.0,,14.382886653623993,75.07249999999999,0.1
1998-10-07,WeatherStation,Synthetic,,,0.0,,74.39461984746093,69.0125,0.1
1998-10-08,WeatherStation,Synthetic,,,0.0,,96.42657357648501,70.4525,0.1
1998-10-09,WeatherStation,Synthetic,,,0.0,,102.30580088758072,71.8775,0.1
1998-10-10,WeatherStation,Synthetic,,,0.0,,101.64768298106071,73.94,0.1
1998-10-11,WeatherStation,Synthetic,,,0.0,,108.89195667983424,78.065,0.1
1998-10-12,WeatherStation,Synthetic,,,0.0,,98.7736557667057,78.95750000000001,0.1
1998-10-13,WeatherStation,Synthetic,,,0.0,,87.31132648300522,77.6975,0.1
1998-10-14,WeatherStation,Synthetic,,,0.0,,98.3683000649911,75.68,0.1
1998-10-15,WeatherStation,Synthetic,,,0.0,,74.11187970905861,77.80250000000001,0.1
1998-10-16,WeatherStation,Synthetic,,,0.0,,58.54007641117701,80.75,0.1
1998-10-17,WeatherStation,Synthetic,,,0.0,,48.62921588726654,81.02000000000001,0.1
1998-10-18,WeatherStation,Synthetic,,,0.0,,14.756886696573506,76.08500000000001,0.1
1998-10-19,WeatherStation,Synthetic,,,0.0,,37.58618028189845,76.82000000000001,0.1
1998-10-20,WeatherStation,Synthetic,,,0.0,,62.70469326137286,76.805,0.1
1998-10-21,WeatherStation,Synthetic,,,0.0,,32.01006001105473,70.055,0.1
1998-10-22,WeatherStation,Synthetic,,,0.0,,59.977364785658665,68.3375,0.1
1998-10-23,WeatherStation,Synthetic,,,0.0,,73.15964378879048,64.3175,0.1
1998-10-24,WeatherStation,Synthetic,,,0.0,,47.31565890133863,69.57500000000002,0.1
1998-10-25,WeatherStation,Synthetic,,,0.0,,22.863155952007954,75.305,0.1
1998-10-26,WeatherStation,Synthetic,,,0.0,,52.71443667564065,76.3925,0.1
1998-10-27,WeatherStation,Synthetic,,,0.0,,81.50610952189531,76.955,0.1
1998-10-28,WeatherStation,Synthetic,,,0.0,,50.10189962957656,76.76,0.1
1998-10-29,WeatherStation,Synthetic,,,0.0,,82.2951503890883,76.3625,0.1
1998-10-30,WeatherStation,Synthetic,,,0.0,,63.455160872786,77.06,0.1
1998-10-31,WeatherStation,Synthetic,,,0.0,,71.05707402586492,77.67500000000001,0.1
1998-11-01,WeatherStation,Synthetic,,,0.0,,37.3222419949602,75.005,0.1
1998-11-02,WeatherStation,Synthetic,,,0.0,,82.00030546781902,68.345,0.1
