Date,Temperature_C,Relative_Humidity,Solar_Radiation_MJ,Wind_Speed_ms,ET0_mm,Heat_Index_F,Month,Day_of_Year,Year,Source,Location,Plot ID,Treatment Type,ExG,Total Soil Moisture,Irrigation Added (gallons),Rainfall (gallons),ET0 (mm),Heat Index (F),Kc (Crop Coefficient),Canopy Cover (CC),Kc (Crop Coeffecient)
1998-01-29 00:00:00,18.525,87.12875000000001,395.3664,2.4625,65.07348996390223,65.345,1.0,29.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-01-30 00:00:00,18.358333333333334,88.87416666666667,413.5104,2.954166666666667,64.90461535553052,65.045,1.0,30.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-01-31 00:00:00,18.958333333333332,90.88,129.77280000000002,4.0875,19.31527338186488,66.125,1.0,31.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-01 00:00:00,17.212500000000002,92.46916666666668,74.3904,3.379166666666667,11.192868818938551,62.9825,2.0,32.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-02 00:00:00,14.5125,82.78958333333334,210.2112,5.233333333333333,25.083034468123056,58.1225,2.0,33.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-03 00:00:00,14.3375,73.72083333333333,456.7968,2.991666666666667,63.990172734678865,57.807500000000005,2.0,34.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-04 00:00:00,14.895833333333334,81.75458333333334,437.184,2.829166666666667,62.947426457374995,58.8125,2.0,35.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-05 00:00:00,14.870833333333332,89.74166666666667,280.5408,2.858333333333334,40.19469218886576,58.7675,2.0,36.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-06 00:00:00,11.525,79.55083333333333,404.352,3.679166666666667,48.260511675201286,52.745000000000005,2.0,37.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-07 00:00:00,11.4625,75.77291666666666,457.488,2.0833333333333335,63.708322400448544,52.6325,2.0,38.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-08 00:00:00,17.854166666666668,82.86541666666666,334.8,2.3333333333333335,54.99217008966893,64.1375,2.0,39.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-09 00:00:00,19.508333333333333,87.52625,312.59520000000003,4.441666666666667,45.526525515561225,67.11500000000001,2.0,40.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-10 00:00:00,19.35,70.56166666666667,419.2128,5.795833333333333,56.54443217933334,66.83,2.0,41.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-11 00:00:00,14.816666666666668,66.47875,481.2480000000001,1.9791666666666667,75.3484500612745,58.67,2.0,42.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-12 00:00:00,16.933333333333334,79.25625000000001,324.9504,3.0125000000000006,49.2975816631758,62.48,2.0,43.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-13 00:00:00,16.287499999999998,83.355,410.7456,2.5625,63.13272893087715,61.317499999999995,2.0,44.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-14 00:00:00,15.7625,93.45166666666668,46.5696,5.408333333333334,5.92363336033801,60.3725,2.0,45.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-15 00:00:00,14.033333333333331,88.81541666666668,235.7856,4.183333333333334,29.447397420459627,57.260000000000005,2.0,46.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-16 00:00:00,15.733333333333334,71.5575,419.5584,3.5625,58.76279201547602,60.32000000000001,2.0,47.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-17 00:00:00,15.220833333333331,55.08291666666667,509.8464,3.925,68.79299581446968,59.3975,2.0,48.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-18 00:00:00,17.354166666666668,85.30875,347.5872,4.0625,48.78759205420655,63.2375,2.0,49.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-19 00:00:00,16.495833333333334,72.08541666666666,478.1376,3.7416666666666663,67.39988657522291,61.6925,2.0,50.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-20 00:00:00,14.45,76.37333333333333,508.896,2.795833333333334,72.57913800218499,58.010000000000005,2.0,51.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-21 00:00:00,17.933333333333334,87.82,221.3568,4.908333333333334,29.950263923113884,64.28,2.0,52.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-22 00:00:00,15.4375,79.22041666666667,512.8704,3.3125,71.95492870553814,59.7875,2.0,53.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-23 00:00:00,17.900000000000002,77.93291666666667,526.7808,1.875,90.04299179602653,64.22,2.0,54.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-24 00:00:00,18.775,88.21166666666666,519.0048,4.483333333333333,73.13283253167394,65.795,2.0,55.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-25 00:00:00,21.1625,82.7275,485.136,6.445833333333334,65.25997291393,70.0925,2.0,56.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-26 00:00:00,18.254166666666663,64.73166666666667,536.1120000000001,4.383333333333334,76.36959798638303,64.8575,2.0,57.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-27 00:00:00,15.9375,67.4975,401.6736,1.7000000000000002,66.77773040530806,60.6875,2.0,58.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-02-28 00:00:00,16.05,75.04583333333333,179.62560000000002,3.441666666666667,26.29770361466845,60.89,2.0,59.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-01 00:00:00,13.3,53.29208333333333,552.6144,2.8625000000000003,76.33072099757113,55.94,3.0,60.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-02 00:00:00,16.14166666666667,58.10375,544.4064000000001,1.7208333333333334,90.76074975033886,61.05500000000001,3.0,61.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-03 00:00:00,15.504166666666668,75.62458333333333,270.9504,3.7125,37.5341505557496,59.9075,3.0,62.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-04 00:00:00,19.804166666666667,85.95958333333334,315.0144,5.370833333333334,43.61202718229905,67.64750000000001,3.0,63.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-05 00:00:00,21.320833333333336,88.08625,341.71200000000005,3.154166666666667,57.26557285130551,70.3775,3.0,64.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-06 00:00:00,18.5875,94.15958333333332,207.6192,3.170833333333334,32.23413179837827,65.45750000000001,3.0,65.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-07 00:00:00,21.158333333333335,81.71791666666667,395.7120000000001,2.183333333333333,71.37745835043253,70.08500000000001,3.0,66.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-08 00:00:00,13.133333333333333,58.223749999999995,578.6208,6.7749999999999995,58.75159693678444,55.64,3.0,67.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-09 00:00:00,10.454166666666667,58.63458333333333,587.6064,3.875,66.71465654187483,50.8175,3.0,68.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-10 00:00:00,9.895833333333334,59.60625,589.3344000000001,3.8708333333333336,65.46620130213644,49.8125,3.0,69.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-11 00:00:00,13.0,69.24291666666666,259.71840000000003,3.329166666666667,34.469981426039986,55.400000000000006,3.0,70.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-12 00:00:00,14.208333333333334,76.53041666666667,109.1232,5.075,13.896184556921304,57.575,3.0,71.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-13 00:00:00,16.541666666666668,87.15249999999999,115.4304,4.983333333333333,15.264892230004511,61.775000000000006,3.0,72.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-14 00:00:00,19.05,87.45708333333333,231.6384,5.279166666666667,31.67150640331983,66.28999999999999,3.0,73.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-15 00:00:00,19.770833333333332,89.02499999999999,192.24,6.8374999999999995,24.532076177352987,67.5875,3.0,74.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-16 00:00:00,20.658333333333335,69.73583333333333,545.7024,4.558333333333334,82.14676101151608,69.185,3.0,75.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-17 00:00:00,18.783333333333335,74.57583333333334,593.9136,2.279166666666667,100.21852030013578,65.81,3.0,76.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-18 00:00:00,21.0875,87.42625,324.2592,2.004166666666667,59.1452256534254,69.95750000000001,3.0,77.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-19 00:00:00,18.845833333333335,69.84916666666668,488.4192000000001,3.9375,72.96880371493103,65.92250000000001,3.0,78.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-20 00:00:00,13.854166666666666,62.08125,619.2288,3.679166666666667,80.55615759428382,56.9375,3.0,79.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-21 00:00:00,14.8625,60.45875,589.0752,2.6,87.11524487738203,58.7525,3.0,80.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-22 00:00:00,16.170833333333334,60.98875,618.624,1.8083333333333331,102.10616260157406,61.1075,3.0,81.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-23 00:00:00,18.245833333333337,74.57000000000001,606.528,3.991666666666667,87.94282082302745,64.8425,3.0,82.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-24 00:00:00,19.870833333333337,84.5725,613.0944000000001,4.820833333333334,87.30461157506457,67.7675,3.0,83.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-25 00:00:00,20.295833333333334,83.33458333333333,587.3472,5.591666666666668,80.6561360631617,68.5325,3.0,84.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-26 00:00:00,21.445833333333336,84.41625,350.2656,7.370833333333334,45.4341300954489,70.6025,3.0,85.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-27 00:00:00,22.566666666666663,79.24125,385.0848,4.704166666666667,60.54816447146619,72.62,3.0,86.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-28 00:00:00,21.7,86.3775,605.9232000000001,4.6625000000000005,91.83325439652891,71.06,3.0,87.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-29 00:00:00,22.545833333333334,86.10083333333334,552.96,5.5125,81.43216040123119,72.58250000000001,3.0,88.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-30 00:00:00,23.84166666666667,84.49625,568.1664000000001,5.5,86.93452760988232,74.915,3.0,89.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-03-31 00:00:00,19.375,50.19583333333333,670.2048,4.370833333333334,99.23446885383198,66.875,3.0,90.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-01 00:00:00,18.591666666666665,65.40291666666667,661.5648,2.7416666666666667,107.14555174768071,65.465,4.0,91.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-02 00:00:00,21.470833333333335,82.84208333333333,461.63520000000005,3.0083333333333333,78.55678626587515,70.64750000000001,4.0,92.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-03 00:00:00,22.233333333333334,60.99916666666667,646.0128000000001,2.5708333333333333,116.41710449607372,72.02000000000001,4.0,93.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-04 00:00:00,18.791666666666668,65.17291666666667,654.5664,3.4958333333333336,100.52787566901416,65.825,4.0,94.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-05 00:00:00,19.595833333333335,73.845,628.9920000000001,3.5583333333333336,97.93687609329665,67.27250000000001,4.0,95.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-06 00:00:00,21.791666666666668,84.16041666666666,241.7472,4.687500000000001,37.45524188908129,71.225,4.0,96.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-07 00:00:00,23.183333333333337,83.63708333333334,581.2128,2.1625,109.39631872684268,73.73,4.0,97.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-08 00:00:00,23.675,63.995000000000005,559.3536,3.1500000000000004,100.26878846736383,74.61500000000001,4.0,98.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-09 00:00:00,20.404166666666665,55.77291666666667,668.1312,2.7708333333333335,113.66444904397038,68.72749999999999,4.0,99.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-10 00:00:00,20.70416666666667,62.02375000000001,669.2544,2.5833333333333335,116.05006049620845,69.26750000000001,4.0,100.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-11 00:00:00,20.71666666666667,70.84,656.4672,4.495833333333334,98.88042083857906,69.29,4.0,101.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-12 00:00:00,22.308333333333337,75.2825,563.8464,6.829166666666667,77.35256426943599,72.155,4.0,102.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-13 00:00:00,24.141666666666666,78.54458333333334,324.86400000000003,3.9,56.192632814171304,75.455,4.0,103.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-14 00:00:00,23.704166666666666,83.41250000000001,315.1008,3.8958333333333335,53.638654424340544,74.66749999999999,4.0,104.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-15 00:00:00,25.545833333333334,79.32625,352.1664,4.2,61.70393450287919,77.9825,4.0,105.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-16 00:00:00,25.49166666666667,63.29125,391.39200000000005,3.4625000000000004,72.4806179996249,77.885,4.0,106.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-17 00:00:00,20.90416666666667,70.89583333333333,423.8784,5.266666666666667,61.88743951085457,69.6275,4.0,107.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-18 00:00:00,17.75,84.74,171.41760000000002,3.766666666666667,25.36374171793675,63.95,4.0,108.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-19 00:00:00,19.65,68.03208333333333,641.0016,2.7291666666666665,106.80016446182046,67.37,4.0,109.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-20 00:00:00,20.5625,67.555,672.4512000000001,3.170833333333334,110.87002742022425,69.0125,4.0,110.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-21 00:00:00,20.433333333333337,65.41875,647.0496,3.25,105.8865814106115,68.78,4.0,111.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-22 00:00:00,19.808333333333337,54.74541666666667,698.7168,2.375,120.69237640927676,67.655,4.0,112.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-23 00:00:00,21.6,64.14458333333333,693.0144,2.9875000000000003,119.0373557697872,70.88,4.0,113.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-24 00:00:00,22.604166666666668,69.43583333333333,688.8672,5.491666666666667,102.88230981737428,72.6875,4.0,114.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-25 00:00:00,22.4375,74.67541666666666,368.2368,6.520833333333333,52.4567701382156,72.3875,4.0,115.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-26 00:00:00,24.883333333333336,75.92916666666666,410.5728,4.808333333333334,68.35616001348963,76.79,4.0,116.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-27 00:00:00,23.27916666666667,81.175,299.8944,2.766666666666667,54.63453865426333,73.9025,4.0,117.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-28 00:00:00,21.9,62.876666666666665,551.5776000000001,3.5375,92.3595726132656,71.42,4.0,118.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-29 00:00:00,21.45,59.01958333333334,655.344,3.8208333333333337,106.21390778218424,70.61,4.0,119.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-04-30 00:00:00,22.420833333333334,63.22833333333333,648.0864,2.1166666666666667,121.1909439011386,72.3575,4.0,120.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-05-01 00:00:00,24.445833333333336,70.18916666666667,698.5440000000001,3.966666666666667,120.0537864298756,76.0025,5.0,121.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-05-02 00:00:00,25.80416666666667,73.42833333333333,684.3744,4.775,115.63942467092173,78.4475,5.0,122.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-05-03 00:00:00,26.45,78.20375,645.9264000000001,4.029166666666667,115.459801412052,79.61,5.0,123.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-05-04 00:00:00,25.1875,79.37791666666666,485.3088,3.1625,89.29347088733581,77.3375,5.0,124.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-05-05 00:00:00,25.566666666666663,78.25291666666666,325.64160000000004,3.504166666666667,59.66318194023469,78.02000000000001,5.0,125.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-05-06 00:00:00,26.825,76.47041666666667,467.5104,3.466666666666667,87.70026702812609,80.285,5.0,126.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-05-07 00:00:00,27.733333333333334,76.50916666666667,666.576,3.079166666666667,129.6941903818297,81.92,5.0,127.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-05-08 00:00:00,26.875,83.28166666666667,561.3408000000001,4.470833333333334,98.56049468430209,80.375,5.0,128.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-05-09 00:00:00,29.375,49.47333333333333,706.9248000000001,3.066666666666667,143.75972284302046,84.875,5.0,129.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-05-10 00:00:00,26.504166666666663,51.455000000000005,722.1312,2.9125,139.90330402181442,79.70750000000001,5.0,130.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-05-11 00:00:00,25.52916666666667,72.23208333333334,658.0224000000001,4.333333333333333,113.50189108432195,77.95250000000001,5.0,131.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-05-12 00:00:00,25.416666666666668,80.00375000000001,485.3952000000001,4.429166666666667,82.98984600367517,77.75,5.0,132.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-05-13 00:00:00,26.512500000000003,80.57416666666667,530.8416000000001,3.7916666666666665,96.49279720725951,79.7225,5.0,133.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-05-14 00:00:00,27.191666666666663,82.78750000000001,505.1808,4.483333333333333,89.4674629960085,80.945,5.0,134.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-05-15 00:00:00,27.1625,80.58416666666666,528.2496,3.6458333333333335,98.24356897308988,80.8925,5.0,135.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-05-16 00:00:00,26.570833333333336,79.44250000000001,597.2832000000001,3.404166666666667,111.20526512487064,79.82750000000001,5.0,136.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-05-17 00:00:00,26.545833333333334,75.11333333333333,586.3968,4.016666666666667,105.51891725839911,79.7825,5.0,137.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-05-18 00:00:00,25.65416666666667,78.34583333333333,677.9808,3.7,121.34510897794244,78.17750000000001,5.0,138.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-05-19 00:00:00,26.2375,75.70875,685.8432,3.7458333333333336,124.19331139158685,79.22749999999999,5.0,139.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-05-20 00:00:00,26.762500000000003,72.34416666666667,672.7968000000001,4.0375000000000005,121.439139054295,80.17250000000001,5.0,140.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-05-21 00:00:00,26.825000000000003,73.56125,667.1808000000001,4.970833333333334,114.34477617639958,80.285,5.0,141.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-05-22 00:00:00,27.137500000000003,75.34875,668.8224,5.341666666666668,113.03309390167256,80.8475,5.0,142.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-05-23 00:00:00,26.9,79.38625,541.7280000000001,4.320833333333334,96.36776095651892,80.42,5.0,143.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-05-24 00:00:00,27.729166666666668,78.76125,616.9824000000001,4.7625,108.93797203040027,81.9125,5.0,144.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
1998-05-25 00:00:00,27.220833333333335,82.88458333333334,524.1024,4.5,92.72946772477157,80.9975,5.0,145.0,1998.0,Weather_Station,Corpus_Christi,,,,,,,,,,,
