Date,Plot ID,Treatment Type,ExG,Total Soil Moisture,Irrigation Added (gallons),Rainfall (gallons),ET0 (mm),Heat Index (F),Kc (Crop Coefficient)
2025-06-25,404,H_I,,194.0083333,0.0,36.24,8.1,80.35806,0.5713
2025-06-25,409,F_I,,189.925,0.0,36.24,8.1,80.35806,0.7378
2025-06-26,102,R_F,,207.9,0.0,7.25,8.4,81.06325,0.4618
2025-06-26,404,H_I,,192.6416667,0.0,7.25,8.4,81.06325,0.7246
2025-06-26,409,F_I,,190.0652174,0.0,7.25,8.4,81.06325,0.7378
2025-06-27,102,R_F,,207.0478261,0.0,0.0,9.6,80.694165,0.4618
2025-06-27,404,H_I,,191.5956522,0.0,0.0,9.6,80.694165,0.7246
2025-06-27,409,F_I,,190.0875,0.0,0.0,9.6,80.694165,0.7378
2025-06-28,102,R_F,,206.2541667,0.0,0.0,9.2,81.15541,0.4618
2025-06-28,404,H_I,,190.7083333,0.0,0.0,9.2,81.15541,0.7246
2025-06-28,409,F_I,,189.9478261,0.0,0.0,9.2,81.15541,0.7378
2025-06-29,102,R_F,,206.3833333,0.0,118.18,7.9,79.9765,0.4618
2025-06-29,404,H_I,,190.8,0.0,118.18,7.9,79.9765,0.7246
2025-06-29,409,F_I,,189.9291667,0.0,118.18,7.9,79.9765,0.7378
2025-06-30,102,R_F,,207.8826,0.0,327.17,6.1,85.61,0.4618
2025-06-30,404,H_I,,192.5435,0.0,327.17,6.1,85.65,0.7246
2025-06-30,409,F_I,,190.4565,0.0,327.17,6.1,86.23,0.7378
2025-07-01,102,R_F,,209.0474,0.0,,,94.49,
2025-07-01,404,H_I,,195.6842,0.0,,,94.4,
2025-07-01,409,F_I,,191.4778,0.0,,,94.76,
2025-07-02,102,R_F,0.498,207.8643000375252,0.0,0.0,6.59394390143862,89.61753537658062,1.1
2025-07-02,404,H_I,0.441,194.49859475694836,0.0,0.0,6.59394390143862,89.61753537658062,1.1
2025-07-02,409,F_I,0.45299999999999996,190.0482166461853,0.0,0.0,6.59394390143862,89.61753537658062,1.1
2025-07-03,102,R_F,0.5344,207.76988470088034,0.0,0.0,6.644618047915194,94.17732679844498,1.1
2025-07-03,404,H_I,0.5173,194.49314222359718,0.0,0.0,6.644618047915194,94.17732679844498,1.1
2025-07-03,409,F_I,0.5209,189.5881297755885,0.0,0.0,6.644618047915194,94.17732679844498,1.1
2025-07-04,102,R_F,0.54532,207.8480581546186,0.0,0.0,6.856771728647297,96.0,1.1
2025-07-04,404,H_I,0.54019,194.5151037280902,0.0,0.0,6.856771728647297,96.0,1.1
2025-07-04,409,F_I,0.54127,189.47756623832453,0.0,0.0,6.856771728647297,96.0,1.1
2025-07-05,102,R_F,0.548596,208.03851276150561,0.0,0.0,6.117322720286246,92.28844670180278,1.1
2025-07-05,404,H_I,0.547057,195.0344767819736,0.0,0.0,6.117322720286246,92.28844670180278,1.1
2025-07-05,409,F_I,0.547381,189.4978970010008,0.0,0.0,6.117322720286246,92.28844670180278,1.1
2025-07-06,102,R_F,0.5495788,208.2854259569285,0.0,0.0,6.000739621592134,90.36129881451402,1.1
2025-07-06,404,H_I,0.5491171,195.28626584038005,0.0,0.0,6.000739621592134,90.36129881451402,1.1
2025-07-06,409,F_I,0.5492143,189.50897111613182,0.0,0.0,6.000739621592134,90.36129881451402,1.1
2025-07-07,102,R_F,0.54987364,226.20121323628487,0.0,553.872,6.680101031448668,92.33589256836517,1.1
2025-07-07,404,H_I,0.54973513,212.91514548982389,0.0,553.872,6.680101031448668,92.33589256836517,1.1
2025-07-07,409,F_I,0.54976429,206.59097943838617,0.0,553.872,6.680101031448668,92.33589256836517,1.1
2025-07-08,102,R_F,0.549962092,218.0079541748063,0.0,125.88,7.149714866400534,91.091334861944,1.1
2025-07-08,404,H_I,0.5499205389999999,204.6695402217616,0.0,125.88,7.149714866400534,91.091334861944,1.1
2025-07-08,409,F_I,0.549929287,198.47179524335866,0.0,125.88,7.149714866400534,91.091334861944,1.1
2025-07-09,102,R_F,0.5499886276,210.7381461840106,0.0,0.0,7.005980205015682,88.0,1.1
2025-07-09,404,H_I,0.5499761617,197.19033871998528,0.0,0.0,7.005980205015682,88.0,1.1
2025-07-09,409,F_I,0.5499787861000001,192.11927661995458,0.0,0.0,7.005980205015682,88.0,1.1
2025-07-10,102,R_F,0.54999658828,320.0,0.0,4456.152,7.126072931651676,90.71803935137265,1.1
2025-07-10,404,H_I,0.54999284851,320.0,0.0,4456.152,7.126072931651676,90.71803935137265,1.1
2025-07-10,409,F_I,0.54999363583,320.0,0.0,4456.152,7.126072931651676,90.71803935137265,1.1
2025-07-11,102,R_F,0.549998976484,256.8170250870417,0.0,453.168,7.114956434257762,94.73465378090286,1.1
2025-07-11,404,H_I,0.549997854553,247.4123657262453,0.0,453.168,7.114956434257762,94.73465378090286,1.1
2025-07-11,409,F_I,0.5499980907490001,242.59535826450036,0.0,453.168,7.114956434257762,94.73465378090286,1.1
2025-07-12,102,R_F,0.5499996929452,223.32111135732066,0.0,0.0,6.091059667002015,94.93925441209493,1.1
2025-07-12,404,H_I,0.5499993563659,211.92443339274544,0.0,0.0,6.091059667002015,94.93925441209493,1.1
2025-07-12,409,F_I,0.5499994272247,205.56812769815048,0.0,0.0,6.091059667002015,94.93925441209493,1.1
2025-07-13,102,R_F,0.54999990788356,214.19379891586175,0.0,0.0,5.889868782724887,96.0,1.1
2025-07-13,404,H_I,0.54999980690977,201.42205111178237,0.0,0.0,5.889868782724887,96.0,1.1
2025-07-13,409,F_I,0.54999982816741,194.57544300308237,0.0,0.0,5.889868782724887,96.0,1.1
2025-07-14,102,R_F,0.549999972365068,212.44753754021326,0.0,0.0,6.849937459698456,94.05339789591028,1.1
2025-07-14,404,H_I,0.549999942072931,198.26944294774765,0.0,0.0,6.849937459698456,94.05339789591028,1.1
2025-07-14,409,F_I,0.549999948450223,191.19441322600449,0.0,0.0,6.849937459698456,94.05339789591028,1.1
2025-07-15,102,R_F,0.5499999917095204,221.85940878973742,0.0,302.112,7.5,91.9826041497792,1.1
2025-07-15,404,H_I,0.5499999826218793,206.89257154670753,0.0,302.112,7.5,91.9826041497792,1.1
2025-07-15,409,F_I,0.5499999845350669,199.47860920150146,0.0,302.112,7.5,91.9826041497792,1.1
2025-07-16,102,R_F,0.5499999975128561,260.28085131791687,0.0,1435.032,7.5,89.7285237412567,1.1
2025-07-16,404,H_I,0.5499999947865638,244.70801161401218,0.0,1435.032,7.5,89.7285237412567,1.1
2025-07-16,409,F_I,0.5499999953605201,237.66282475505054,0.0,1435.032,7.5,89.7285237412567,1.1
2025-07-17,102,R_F,0.5499999992538569,226.63546504424215,0.0,0.0,6.486552938434029,91.20290755698804,1.1
2025-07-17,404,H_I,0.5499999984359691,211.32823845854557,0.0,0.0,6.486552938434029,91.20290755698804,1.1
2025-07-17,409,F_I,0.5499999986081561,204.13713292905533,0.0,0.0,6.486552938434029,91.20290755698804,1.1
2025-07-18,102,R_F,0.5499999997761571,216.69706956126396,0.0,0.0,7.176063764943084,90.81293836012253,1.1
2025-07-18,404,H_I,0.5499999995307907,201.4660179454882,0.0,0.0,7.176063764943084,90.81293836012253,1.1
2025-07-18,409,F_I,0.5499999995824468,194.11763953810797,0.0,0.0,7.176063764943084,90.81293836012253,1.1
2025-07-19,102,R_F,0.5499999999328471,213.55067733185257,0.0,0.0,6.226968919015231,95.01180545564087,1.1
2025-07-19,404,H_I,0.5499999998592372,198.34598717259468,0.0,0.0,6.226968919015231,95.01180545564087,1.1
2025-07-19,409,F_I,0.549999999874734,191.10198768301743,0.0,0.0,6.226968919015231,95.01180545564087,1.1
2025-07-20,102,R_F,0.5499999999798542,212.3560612377555,0.0,0.0,4.936134196569011,88.27154421534601,1.1
2025-07-20,404,H_I,0.5499999999577712,196.78568282206265,0.0,0.0,4.936134196569011,88.27154421534601,1.1
2025-07-20,409,F_I,0.5499999999624202,190.42617891235128,0.0,0.0,4.936134196569011,88.27154421534601,1.1
2025-07-21,102,R_F,0.5499999999939562,212.06386965555913,0.0,0.0,6.203970964478568,88.84139173031708,1.1
2025-07-21,404,H_I,0.5499999999873313,196.58337406923727,0.0,0.0,6.203970964478568,88.84139173031708,1.1
2025-07-21,409,F_I,0.5499999999887261,189.60193137688867,0.0,0.0,6.203970964478568,88.84139173031708,1.1
2025-07-22,102,R_F,0.5499999999981868,212.05428354223054,0.0,0.0,6.651871382103234,89.10352272887704,1.1
2025-07-22,404,H_I,0.5499999999961994,196.54568296751995,0.0,0.0,6.651871382103234,89.10352272887704,1.1
2025-07-22,409,F_I,0.5499999999966179,189.23045812986018,0.0,0.0,6.651871382103234,89.10352272887704,1.1
2025-07-23,102,R_F,0.549999999999456,211.87647613929386,0.0,0.0,6.573265665573842,88.49474323856373,1.1
2025-07-23,404,H_I,0.5499999999988598,196.15206781827294,0.0,0.0,6.573265665573842,88.49474323856373,1.1
2025-07-23,409,F_I,0.5499999999989853,189.11094732742447,0.0,0.0,6.573265665573842,88.49474323856373,1.1
2025-07-24,102,R_F,0.5499999999998368,212.10231664066845,0.0,0.0,6.511924306925343,93.98133166605618,1.1
2025-07-24,404,H_I,0.549999999999658,196.768022368337,0.0,0.0,6.511924306925343,93.98133166605618,1.1
2025-07-24,409,F_I,0.5499999999996956,189.09645511480616,0.0,0.0,6.511924306925343,93.98133166605618,1.1
2025-07-25,102,R_F,0.5499999999999511,212.45285849676222,0.0,0.0,6.519219647567848,90.43593827162697,1.1
2025-07-25,404,H_I,0.5499999999998975,197.23480613806765,0.0,0.0,6.519219647567848,90.43593827162697,1.1
2025-07-25,409,F_I,0.5499999999999087,189.08144753447345,0.0,0.0,6.519219647567848,90.43593827162697,1.1
2025-07-26,102,R_F,0.5499999999999854,212.22539901794133,0.0,0.0,6.1324415924115145,88.60223792999737,1.1
2025-07-26,404,H_I,0.5499999999999692,196.28368520164088,0.0,0.0,6.1324415924115145,88.60223792999737,1.1
2025-07-26,409,F_I,0.5499999999999726,189.16828945289456,0.0,0.0,6.1324415924115145,88.60223792999737,1.1
2025-07-27,102,R_F,0.5499999999999956,213.12429287782015,0.0,0.0,5.967344453620219,90.35057346241643,1.1
2025-07-27,404,H_I,0.5499999999999907,197.1854256191404,0.0,0.0,5.967344453620219,90.35057346241643,1.1
2025-07-27,409,F_I,0.5499999999999918,189.22347841761828,0.0,0.0,5.967344453620219,90.35057346241643,1.1
2025-07-28,102,R_F,0.4449999999999986,213.3448343331924,0.0,0.0,6.145368197405669,94.42851893507623,0.83
2025-07-28,404,H_I,0.4449999999999972,197.65554228317603,0.0,0.0,6.145368197405669,94.42851893507623,0.83
2025-07-28,409,F_I,0.4449999999999975,189.51917602304312,0.0,0.0,6.145368197405669,94.42851893507623,0.83
2025-07-29,102,R_F,0.41349999999999953,213.14328361051764,0.0,0.0,6.33481658655996,89.355362001099,0.83
2025-07-29,404,H_I,0.4134999999999991,197.38157228033572,0.0,0.0,6.33481658655996,89.355362001099,0.83
2025-07-29,409,F_I,0.4134999999999992,189.5703662762309,0.0,0.0,6.33481658655996,89.355362001099,0.83
2025-07-30,102,R_F,0.4040499999999998,212.71179342081933,0.0,0.0,6.006365081576248,88.0,0.83
2025-07-30,404,H_I,0.4040499999999997,196.70558608412293,0.0,0.0,6.006365081576248,88.0,0.83
2025-07-30,409,F_I,0.40404999999999974,189.6282847232485,0.0,0.0,6.006365081576248,88.0,0.83
2025-07-31,102,R_F,0.4012149999999999,213.16341388076134,0.0,0.0,6.090256656842953,90.99936157980675,0.83
2025-07-31,404,H_I,0.4012149999999999,197.58766720576114,0.0,0.0,6.090256656842953,90.99936157980675,0.83
2025-07-31,409,F_I,0.4012149999999999,189.64234229510893,0.0,0.0,6.090256656842953,90.99936157980675,0.83
2025-08-01,102,R_F,0.4003644999999999,213.33738667237535,0.0,0.0,6.292105618626267,92.75073677816738,0.83
2025-08-01,404,H_I,0.4003644999999999,197.81936447426222,0.0,0.0,6.292105618626267,92.75073677816738,0.83
2025-08-01,409,F_I,0.4003644999999999,189.62291261555993,0.0,0.0,6.292105618626267,92.75073677816738,0.83
2025-08-02,102,R_F,0.4001093499999999,213.33370563921804,0.0,0.0,6.480968769004383,90.43827528508174,0.83
2025-08-02,404,H_I,0.4001093499999999,197.83300078417105,0.0,0.0,6.480968769004383,90.43827528508174,0.83
2025-08-02,409,F_I,0.4001093499999999,189.57894831342873,0.0,0.0,6.480968769004383,90.43827528508174,0.83
2025-08-03,102,R_F,0.40003280499999994,213.31351141366517,0.0,0.0,6.369399707127996,92.3272043305559,0.83
2025-08-03,404,H_I,0.40003280499999994,197.85376009498805,0.0,0.0,6.369399707127996,92.3272043305559,0.83
2025-08-03,409,F_I,0.40003280499999994,189.59234668423372,0.0,0.0,6.369399707127996,92.3272043305559,0.83
2025-08-04,102,R_F,0.40000984149999996,213.31937399333725,0.0,0.0,6.015269721285925,92.1689252990716,0.83
2025-08-04,404,H_I,0.40000984149999996,197.9433224571929,0.0,0.0,6.015269721285925,92.1689252990716,0.83
2025-08-04,409,F_I,0.40000984149999996,189.64276393157672,0.0,0.0,6.015269721285925,92.1689252990716,0.83
2025-08-05,102,R_F,0.40000295244999995,213.24409632015133,0.0,0.0,6.396607059945902,96.0,0.83
2025-08-05,404,H_I,0.40000295244999995,197.82174099714499,0.0,0.0,6.396607059945902,96.0,0.83
2025-08-05,409,F_I,0.40000295244999995,189.60742659116713,0.0,0.0,6.396607059945902,96.0,0.83
2025-08-06,102,R_F,0.4000008857349999,213.29008336512757,0.0,0.0,6.241436476281165,93.74798813757309,0.83
2025-08-06,404,H_I,0.4000008857349999,197.83610576030514,0.0,0.0,6.241436476281165,93.74798813757309,0.83
2025-08-06,409,F_I,0.4000008857349999,189.62000787424375,0.0,0.0,6.241436476281165,93.74798813757309,0.83
2025-08-07,102,R_F,0.3538281679456311,221.92511048485062,0.0,276.936,6.380345164547079,88.0,0.44
2025-08-07,404,H_I,0.28084201220625005,205.78222221418574,0.0,276.936,6.380345164547079,88.0,0.44
2025-08-07,409,F_I,0.3038079735229642,198.38432787902437,0.0,276.936,6.380345164547079,88.0,0.44
2025-08-08,102,R_F,0.3719660376594894,216.3668246068376,0.0,0.0,6.862385564524612,93.5404056713823,0.44
2025-08-08,404,H_I,0.26468428728572513,200.66021736713338,0.0,0.0,6.862385564524612,93.5404056713823,0.44
2025-08-08,409,F_I,0.2705478200956535,192.722482446347,0.0,0.0,6.862385564524612,93.5404056713823,0.44
2025-08-09,102,R_F,0.366949835736296,214.91887169040848,0.0,0.0,6.904991033593446,90.63053951550846,0.44
2025-08-09,404,H_I,0.2552169698095676,199.35332792689243,0.0,0.0,6.904991033593446,90.63053951550846,0.44
2025-08-09,409,F_I,0.2712797740674603,191.02055446339352,0.0,0.0,6.904991033593446,90.63053951550846,0.44
2025-08-10,102,R_F,0.3654907130785198,214.3334820531055,0.0,0.0,6.767963047328574,90.77466279101426,0.44
2025-08-10,404,H_I,0.25279677456672034,198.83710968752092,0.0,0.0,6.767963047328574,90.77466279101426,0.44
2025-08-10,409,F_I,0.2714993602590023,190.49681548951966,0.0,0.0,6.767963047328574,90.77466279101426,0.44
2025-08-11,102,R_F,0.36607063605018697,213.99572732371763,0.0,0.0,6.417354913132189,95.71383932764562,0.44
2025-08-11,404,H_I,0.25207071599386616,198.53727575187924,0.0,0.0,6.417354913132189,95.71383932764562,0.44
2025-08-11,409,F_I,0.28003523611646486,190.31033683968585,0.0,0.0,6.417354913132189,95.71383932764562,0.44
2025-08-12,102,R_F,0.34347143327118723,222.81128691343503,0.0,276.936,6.72992388821195,94.5727992528695,0.44
2025-08-12,404,H_I,0.23139739513490992,207.11995630860537,0.0,276.936,6.72992388821195,94.5727992528695,0.44
2025-08-12,409,F_I,0.2634782786374037,198.60373723304275,0.0,276.936,6.72992388821195,94.5727992528695,0.44
2025-08-13,102,R_F,0.34682674402819436,239.7907582275693,0.0,730.104,6.193516329206393,94.53780940824964,0.44
2025-08-13,404,H_I,0.23282539887722303,223.9289566700515,0.0,730.104,6.193516329206393,94.53780940824964,0.44
2025-08-13,409,F_I,0.2431111913936853,215.42390086862306,0.0,730.104,6.193516329206393,94.53780940824964,0.44
2025-08-14,102,R_F,0.37126885715679636,221.06844101466584,0.0,0.0,5.788166707439573,88.0,0.44
2025-08-14,404,H_I,0.30927689392520036,205.10872954099594,0.0,0.0,5.788166707439573,88.0,0.44
2025-08-14,409,F_I,0.30755328216976985,197.82327324092444,0.0,0.0,5.788166707439573,88.0,0.44
2025-08-15,102,R_F,0.378601491095377,215.45489677399354,0.0,0.0,5.748382323616905,88.0,0.44
2025-08-15,404,H_I,0.27363475180141017,199.46581232547803,0.0,0.0,5.748382323616905,88.0,0.44
2025-08-15,409,F_I,0.27706141268969514,192.5462358758136,0.0,0.0,5.748382323616905,88.0,0.44
2025-08-16,102,R_F,0.3689862096862441,214.61199816969133,0.0,0.0,7.004727403087011,90.70477799318786,0.44
2025-08-16,404,H_I,0.2575319412332731,198.98710729393193,0.0,0.0,7.004727403087011,90.70477799318786,0.44
2025-08-16,409,F_I,0.2732338518456727,190.95731630636962,0.0,0.0,7.004727403087011,90.70477799318786,0.44
2025-08-17,102,R_F,0.3671192850325043,214.05438660579438,0.0,0.0,6.626122830779302,89.46561845814009,0.44
2025-08-17,404,H_I,0.253121098062832,198.40596134741682,0.0,0.0,6.626122830779302,89.46561845814009,0.44
2025-08-17,409,F_I,0.27208558359246604,190.43002635666318,0.0,0.0,6.626122830779302,89.46561845814009,0.44
2025-08-18,102,R_F,0.36655920763638233,213.99700407938795,0.0,0.0,6.355914169129208,91.74527023743089,0.44
2025-08-18,404,H_I,0.25179784511169967,198.47384817801165,0.0,0.0,6.355914169129208,91.74527023743089,0.44
2025-08-18,409,F_I,0.280211103116504,190.29587001125395,0.0,0.0,6.355914169129208,91.74527023743089,0.44
2025-08-19,102,R_F,0.36606037814454573,213.5542195032811,0.0,0.0,7.27877717289136,88.71882681201011,0.44
2025-08-19,404,H_I,0.25000456695955997,197.51147921409017,0.0,0.0,7.27877717289136,88.71882681201011,0.44
2025-08-19,409,F_I,0.2826487589737154,190.41753660238328,0.0,0.0,7.27877717289136,88.71882681201011,0.44
2025-08-20,102,R_F,0.3662415355699948,213.20384106739158,0.0,0.0,6.46636070030125,88.0,0.44
2025-08-20,404,H_I,0.25760845192971804,197.0993457908979,0.0,0.0,6.46636070030125,88.0,0.44
2025-08-20,409,F_I,0.2833800557308788,190.27345647610113,0.0,0.0,6.46636070030125,88.0,0.44
2025-08-21,102,R_F,0.3598668819186295,213.15268688447327,0.0,0.0,6.316982791091226,88.0,0.44
2025-08-21,404,H_I,0.25988961742076544,197.01519321032464,0.0,0.0,6.316982791091226,88.0,0.44
2025-08-21,409,F_I,0.28359944475802784,190.24276697312595,0.0,0.0,6.316982791091226,88.0,0.44
2025-08-22,102,R_F,0.35956448582321987,213.4926864533755,0.0,0.0,5.750325504398992,90.22871908776472,0.44
2025-08-22,404,H_I,0.26057396706807967,197.78857684770563,0.0,0.0,5.750325504398992,90.22871908776472,0.44
2025-08-22,409,F_I,0.28527526146617255,190.27193009555612,0.0,0.0,5.750325504398992,90.22871908776472,0.44
2025-08-23,102,R_F,0.36577376699459696,213.20085696402623,0.0,0.0,5.936182888570762,88.0,0.44
2025-08-23,404,H_I,0.25909927196227395,197.2548927127466,0.0,0.0,5.936182888570762,88.0,0.44
2025-08-23,409,F_I,0.28577800647861595,190.26595912745876,0.0,0.0,5.936182888570762,88.0,0.44
2025-08-24,102,R_F,0.3613365513460101,213.1437651372143,0.0,0.0,5.55162455532731,88.0,0.44
2025-08-24,404,H_I,0.2603368634305322,197.12142365915173,0.0,0.0,5.55162455532731,88.0,0.44
2025-08-24,409,F_I,0.2859288299823489,190.3278552570224,0.0,0.0,5.55162455532731,88.0,0.44
2025-08-25,102,R_F,0.3600053866514341,213.0647356413508,0.0,0.0,6.1078728454778615,88.31904225953593,0.44
2025-08-25,404,H_I,0.2607081408710097,196.9841718284934,0.0,0.0,6.1078728454778615,88.31904225953593,0.44
2025-08-25,409,F_I,0.28597407703346883,190.27564811509492,0.0,0.0,6.1078728454778615,88.31904225953593,0.44
2025-08-26,102,R_F,0.3596060372430613,213.1169322557035,0.0,0.0,5.6269273907845125,88.0,0.44
2025-08-26,404,H_I,0.26081952410315296,197.03424340930758,0.0,0.0,5.6269273907845125,88.0,0.44
2025-08-26,409,F_I,0.2859876511488048,190.32479796874503,0.0,0.0,5.6269273907845125,88.0,0.44
2025-08-27,102,R_F,0.35815623242054945,213.2364256172711,0.0,0.0,4.31588727384259,88.0,0.44
2025-08-27,404,H_I,0.2603629390727959,197.15309926081363,0.0,0.0,4.31588727384259,88.0,0.44
2025-08-27,409,F_I,0.28486400314710564,190.43824904120186,0.0,0.0,4.31588727384259,88.0,0.44
2025-08-28,102,R_F,0.3640212909737959,213.24038873393243,0.0,0.0,4.71847429163228,88.0,0.44
2025-08-28,404,H_I,0.26022596356368877,197.1568711244565,0.0,0.0,4.71847429163228,88.0,0.44
2025-08-28,409,F_I,0.2845269087465959,190.44039947112995,0.0,0.0,4.71847429163228,88.0,0.44
2025-08-29,102,R_F,0.3431852886382699,219.65345506978124,0.0,201.408,4.905722554548231,88.0,0.44
2025-08-29,404,H_I,0.23972936762385666,203.30031329815137,0.0,201.408,4.905722554548231,88.0,0.44
2025-08-29,409,F_I,0.26530806019014297,196.6778837363855,0.0,201.408,4.905722554548231,88.0,0.44
2025-08-30,102,R_F,0.3721212024239302,215.16138849887884,0.0,0.0,4.770356498787159,88.0,0.44
2025-08-30,404,H_I,0.24778173089050706,198.99692626485117,0.0,0.0,4.770356498787159,88.0,0.44
2025-08-30,409,F_I,0.26487012585950703,192.30818080887838,0.0,0.0,4.770356498787159,88.0,0.44
2025-08-31,102,R_F,0.366627772184161,213.80248489542106,0.0,0.0,4.912826602158774,88.10168203591475,0.44
2025-08-31,404,H_I,0.24851842925325218,197.69462652267407,0.0,0.0,4.912826602158774,88.10168203591475,0.44
2025-08-31,409,F_I,0.2683491046748505,190.98598629843923,0.0,0.0,4.912826602158774,88.10168203591475,0.44
2025-09-01,102,R_F,0.2849883316552483,214.03913680682348,0.0,0.0,5.506223872211506,90.0,0.1
2025-09-01,404,H_I,0.24955552877597564,198.2424435365474,0.0,0.0,5.506223872211506,90.0,0.1
2025-09-01,409,F_I,0.2555047314024551,190.88444004339866,0.0,0.0,5.506223872211506,90.0,0.1
